algorithm,family,seed,success,reason,completion,illegal_switches,inference_mean_ms
scanline_pid,repeated,1001,False,episode_timeout,0.20303913144907543,0,20.021042549517006
scanline_pid,repeated,1002,False,episode_timeout,0.20307261912324137,0,19.953281189780682
scanline_pid,repeated,1003,False,episode_timeout,0.2029790430869503,0,20.07757971296087
scanline_pid,repeated,1004,False,episode_timeout,0.20269310762706236,0,19.618987285299227
scanline_pid,repeated,1005,False,episode_timeout,0.2028695250842485,0,21.813405487220734
cnn_gru,straight,1001,True,success,0.9854113117253667,0,3.9525112155579816
cnn_gru,straight,1002,True,success,0.9873058532815505,0,4.090126392817029
cnn_gru,straight,1003,True,success,0.9853977125071174,0,4.0708013859848995
cnn_gru,straight,1004,True,success,0.984085032690246,0,4.954568240358386
cnn_gru,straight,1005,True,success,0.9832414715636134,0,5.043779832444021
cnn_gru,bend,1001,True,success,0.9825352301099615,0,4.045096344046601
cnn_gru,bend,1002,True,success,0.9848992902918268,0,3.9601047555434294
cnn_gru,bend,1003,True,success,0.9823495896941569,0,4.08400194751884
cnn_gru,bend,1004,True,success,0.9830057309998,0,4.058181209830751
cnn_gru,bend,1005,True,success,0.9832353513647774,0,4.098336583563498
cnn_gru,s_curve,1001,True,success,0.9849800846752415,0,4.07434398020874
cnn_gru,s_curve,1002,True,success,0.9841663227906318,0,4.985163487803359
cnn_gru,s_curve,1003,True,success,0.9829853724933377,0,4.017173850922085
cnn_gru,s_curve,1004,True,success,0.9816649128046523,0,4.0432354604656044
cnn_gru,s_curve,1005,True,success,0.9826458415336414,0,4.084475485862588
cnn_gru,sharp,1001,True,success,0.9857256318416583,0,4.025400941108549
cnn_gru,sharp,1002,True,success,0.9824191652656334,0,4.196541440688957
cnn_gru,sharp,1003,True,success,0.9820182573069927,0,4.585559892746591
cnn_gru,sharp,1004,True,success,0.9851066457942236,0,4.454407250372375
cnn_gru,sharp,1005,True,success,0.9828137016379592,0,3.9660976877416707
cnn_gru,hairpin,1001,True,success,0.9855824925169071,0,3.939074935249941
cnn_gru,hairpin,1002,True,success,0.9858370529601951,0,4.272834056921836
cnn_gru,hairpin,1003,True,success,0.9848543281209139,0,4.4612632867432795
cnn_gru,hairpin,1004,True,success,0.9872332497736007,0,4.251475128819423
cnn_gru,hairpin,1005,True,success,0.9869762146038175,0,4.276540823914903
cnn_gru,parallel,1001,False,illegal_switch,0.07982297342610148,1,3.920432200862302
cnn_gru,parallel,1002,False,deviation,0.07689679862953684,0,3.9335158487249697
cnn_gru,parallel,1003,False,deviation,0.3285495090276153,0,3.9804331183935817
cnn_gru,parallel,1004,False,deviation,0.2897208128181858,0,3.931316895627537
cnn_gru,parallel,1005,False,deviation,0.31395415194797527,0,3.9780880024994327
cnn_gru,close_lines,1001,True,success,0.9844962596782612,0,4.0526990200472035
cnn_gru,close_lines,1002,True,success,0.9857154052111358,0,4.006993294030696
cnn_gru,close_lines,1003,True,success,0.9836288763718289,0,3.997175104196569
cnn_gru,close_lines,1004,True,success,0.9837479258322781,0,4.033247469970496
cnn_gru,close_lines,1005,True,success,0.9851630035790492,0,3.979579545557499
cnn_gru,repeated,1001,True,success,0.9970077991785586,0,3.9879261845579514
cnn_gru,repeated,1002,True,success,0.9964683366976056,0,4.1262437042709035
cnn_gru,repeated,1003,True,success,0.9962769895193946,0,4.041250077745762
cnn_gru,repeated,1004,True,success,0.9965870606081287,0,3.9853424468458334
cnn_gru,repeated,1005,True,success,0.9966810110688661,0,3.99323336193459
